Date,Open,High,Low,Close,Volume
2016-09-02,2944.81,2990.9,2928.66,2974.59,5656887032
2016-09-05,2976.59,3031.82,2890.82,2945.47,4706119348
2016-09-06,2943.15,2990.58,2862.63,2909.52,5106923857
2016-09-07,2913.56,2941.53,2882.08,2910.03,2478567752
2016-09-08,2915.89,2925.26,2910.87,2920.23,6503735420
2016-09-09,2926.89,2952.87,2895.32,2921.24,3625685941
2016-09-12,2932.19,2943.58,2866.48,2877.66,4110285043
2016-09-13,2870.99,2887.49,2860.96,2877.43,3937017810
2016-09-14,2872.28,2907.61,2815.82,2850.89,2500155637
2016-09-15,2858.71,2878.89,2846.92,2867.07,5275930571
2016-09-16,2864.66,2889.05,2852.39,2876.74,2786045341
2016-09-19,2869.54,2884.32,2843.34,2858.07,8933123330
2016-09-20,2853.09,2869.37,2832.43,2848.69,3392632510
2016-09-21,2846.64,2849.28,2825.02,2827.65,6706313701
2016-09-22,2821.44,2833.27,2816.18,2827.99,6208679608
2016-09-23,2834.52,2851.59,2833.12,2850.18,4055823860
2016-09-26,2852.84,2863.2,2820.43,2830.71,2666137425
2016-09-27,2841.67,2900.5,2784.4,2843.21,3791188102
2016-09-28,2846.17,2877.54,2802.28,2833.52,4205264099
2016-09-29,2835.15,2845.23,2808.24,2818.26,5173688668
2016-09-30,2823.07,2863.92,2776.88,2817.66,2581837448
2016-10-03,2831.53,2870.11,2759.25,2797.36,12267872482
2016-10-04,2799.4,2830.85,2756.02,2787.34,2210507585
2016-10-05,2782.75,2798.15,2748.57,2763.86,8868976272
2016-10-06,2749.85,2828.62,2728.55,2806.88,5385417430
2016-10-07,2813.21,2868.78,2753.8,2809.3,1964869399
2016-10-10,2791.79,2796.94,2790.99,2796.14,3925561228
2016-10-11,2799.17,2848.39,2753.17,2802.34,3000113587
2016-10-12,2802.49,2803.36,2800.75,2801.63,4084365062
2016-10-13,2806.61,2844.97,2760.36,2798.62,1638542485
2016-10-14,2794.52,2831.03,2776.91,2813.31,5340801061
2016-10-17,2801.45,2831.79,2800.82,2831.15,3427795224
2016-10-18,2830.48,2836.11,2815.9,2821.5,3444122582
2016-10-19,2827.4,2840.99,2797.4,2810.92,3559509735
2016-10-20,2829.22,2831.71,2804.28,2806.75,2452805296
2016-10-21,2813.35,2865.45,2708.87,2759.98,5254522586
2016-10-24,2753.51,2762.27,2721.48,2730.17,4995331894
2016-10-25,2736.74,2804.29,2692.99,2760.17,7010116915
2016-10-26,2750.64,2835.97,2711.68,2796.37,2466312448
2016-10-27,2804.39,2827.09,2770.17,2792.77,4350214607
2016-10-28,2792.58,2812.86,2786.4,2806.64,3551546332
2016-10-31,2813.09,2820.69,2807.33,2814.93,2473164274
2016-11-01,2822.8,2891.56,2814.34,2882.93,6778239473
2016-11-02,2907.27,2929.54,2886.9,2909.16,4928508715
2016-11-03,2902.72,2919.52,2891.3,2908.08,3764270564
2016-11-04,2909.78,2923.17,2875.57,2888.87,3431797638
2016-11-07,2901.54,2907.53,2849.8,2855.7,6316358536
2016-11-08,2853.67,2889.33,2826.21,2861.8,4850506159
2016-11-09,2853.63,2861.6,2839.22,2847.17,4837220851
2016-11-10,2841.77,2869.95,2790.45,2818.4,5585716661
2016-11-11,2808.35,2816.7,2797.99,2806.33,5832173259
2016-11-14,2800.4,2816.42,2769.21,2785.14,3043061631
2016-11-15,2781.41,2826.66,2777.38,2822.57,6037533234
2016-11-16,2805.57,2853.46,2795.38,2843.13,4245841377
2016-11-17,2848.54,2857.24,2835.96,2844.65,2914505331
2016-11-18,2828.34,2926.69,2780.86,2878.37,8242459553
2016-11-21,2885.79,2892.27,2875.3,2881.77,3796321656
2016-11-22,2878.42,2911.22,2832.13,2864.77,3261816376
2016-11-23,2863.8,2940.86,2823.12,2899.67,6005248207
2016-11-24,2890.7,2949.21,2855.0,2913.24,5161493478
2016-11-25,2912.09,2929.27,2875.15,2892.21,4872497496
2016-11-28,2885.45,2933.13,2842.16,2889.77,5470657930
2016-11-29,2889.23,2914.83,2846.96,2872.42,4898748500
2016-11-30,2884.11,2892.59,2835.87,2844.24,4920298517
2016-12-01,2854.02,2872.57,2847.4,2865.93,3824805284
2016-12-02,2852.77,2954.68,2808.3,2909.33,9995166800
2016-12-05,2907.21,2918.04,2869.71,2880.44,2975630741
2016-12-06,2871.46,2907.62,2858.4,2894.45,3624187689
2016-12-07,2902.77,2906.75,2878.01,2881.97,4530084429
2016-12-08,2872.49,2881.92,2863.66,2873.08,3102095284
2016-12-09,2866.75,2918.31,2810.47,2861.95,6869239080
2016-12-12,2861.97,2868.92,2838.09,2845.01,6257426854
2016-12-13,2844.06,2883.97,2807.89,2847.75,3265034560
2016-12-14,2850.64,2852.23,2830.02,2831.6,5873048924
2016-12-15,2836.86,2839.21,2836.74,2839.09,6476910332
2016-12-16,2841.74,2852.58,2828.87,2839.7,2242980995
2016-12-19,2843.01,2917.8,2761.65,2836.26,3607825354
2016-12-20,2838.33,2852.94,2804.04,2818.55,4513884942
2016-12-21,2819.27,2851.07,2776.29,2807.96,3323959921
2016-12-22,2806.13,2853.7,2778.34,2825.72,5391201027
2016-12-23,2820.21,2851.68,2806.74,2838.13,4375928724
2016-12-26,2842.21,2842.58,2818.55,2818.91,4325939396
2016-12-27,2815.25,2874.54,2763.55,2822.7,4740043027
2016-12-28,2820.62,2848.92,2812.23,2840.47,6181548628
2016-12-29,2827.33,2847.46,2786.54,2806.52,5340587754
2016-12-30,2798.39,2833.4,2784.84,2819.75,4101397990
2017-01-02,2819.67,2833.53,2793.54,2807.33,4684553282
2017-01-03,2804.45,2872.31,2753.59,2821.15,4738623764
2017-01-04,2813.98,2828.31,2792.3,2806.59,3696507074
2017-01-05,2809.61,2823.07,2756.94,2770.2,11701607503
2017-01-06,2766.74,2786.55,2718.36,2737.96,5444779871
2017-01-09,2740.13,2751.43,2729.28,2740.59,5391450802
2017-01-10,2720.96,2814.28,2654.94,2747.61,3402061753
2017-01-11,2734.7,2764.71,2700.55,2730.51,1862751423
2017-01-12,2732.51,2761.04,2716.9,2745.36,3207861405
2017-01-13,2737.37,2764.35,2685.97,2712.71,5782421932
2017-01-16,2716.73,2733.74,2695.98,2712.97,1493540747
2017-01-17,2703.8,2726.97,2666.8,2689.85,4627917826
2017-01-18,2696.28,2710.79,2663.81,2678.22,2437637679
2017-01-19,2682.71,2683.93,2679.55,2680.77,6400220571
2017-01-20,2683.38,2696.31,2652.14,2664.98,2639151473
2017-01-23,2671.73,2735.64,2595.23,2658.83,3898044792
2017-01-24,2647.87,2712.32,2616.67,2680.72,5768416832
2017-01-25,2684.1,2734.26,2620.74,2670.65,4518800570
2017-01-26,2658.06,2689.4,2657.84,2689.17,7073055547
2017-01-27,2693.24,2709.7,2651.6,2667.89,3059777934
2017-01-30,2679.38,2711.81,2647.78,2680.19,3879063732
2017-01-31,2679.57,2750.58,2640.62,2711.17,3171516657
2017-02-01,2706.38,2730.52,2638.82,2662.57,8219861540
2017-02-02,2650.25,2650.92,2647.49,2648.16,4674856739
2017-02-03,2652.08,2719.77,2593.83,2661.32,4292844129
2017-02-06,2663.0,2691.64,2630.23,2658.82,3902178602
2017-02-07,2660.69,2697.0,2631.64,2667.88,5586961160
2017-02-08,2679.28,2701.68,2635.09,2657.31,4080996334
2017-02-09,2665.26,2688.92,2637.01,2660.63,3412140099
2017-02-10,2658.3,2679.28,2638.11,2659.08,3537707522
2017-02-13,2661.4,2697.51,2648.27,2684.26,2829620005
2017-02-14,2691.74,2721.92,2660.85,2691.03,3787575007
2017-02-15,2680.06,2713.65,2666.02,2699.51,2929954321
2017-02-16,2698.69,2753.25,2638.28,2692.72,3293088627
2017-02-17,2692.17,2718.19,2658.46,2684.41,4507094109
2017-02-20,2672.23,2733.28,2616.3,2677.24,5618642679
2017-02-21,2670.98,2712.98,2644.99,2686.83,4385369212
2017-02-22,2688.33,2700.63,2667.63,2679.89,6216140322
2017-02-23,2683.98,2703.64,2667.73,2687.37,3504585896
2017-02-24,2685.69,2772.02,2645.83,2731.49,9119220439
2017-02-27,2722.84,2793.18,2681.26,2751.17,4940192347
2017-02-28,2744.63,2773.07,2717.6,2746.03,3370406941
2017-03-01,2738.01,2810.59,2700.62,2772.73,6413357618
2017-03-02,2759.44,2801.99,2723.36,2765.84,3257867052
2017-03-03,2764.2,2784.43,2705.22,2725.17,5299461307
2017-03-06,2710.9,2712.1,2704.89,2706.09,5486065576
2017-03-07,2702.77,2713.13,2659.45,2669.68,7938657246
2017-03-08,2678.72,2708.92,2634.14,2664.18,4043996294
2017-03-09,2664.02,2675.11,2655.06,2666.14,3513626515
2017-03-10,2657.53,2734.72,2625.1,2701.75,4631442071
2017-03-13,2696.92,2738.13,2668.97,2710.05,5288714939
2017-03-14,2706.78,2753.18,2660.78,2707.17,4521585367
2017-03-15,2713.3,2757.27,2682.0,2725.82,4991220846
2017-03-16,2720.54,2733.41,2669.55,2682.24,3840240751
2017-03-17,2665.63,2702.15,2652.22,2688.62,3560242492
2017-03-20,2690.17,2731.41,2664.85,2705.94,8295778787
2017-03-21,2700.63,2728.32,2650.01,2677.46,5395852120
2017-03-22,2664.75,2703.6,2663.49,2702.32,3859315739
2017-03-23,2685.81,2726.05,2670.75,2710.85,4110100994
2017-03-24,2697.25,2710.7,2690.53,2703.96,4453834619
2017-03-27,2705.81,2738.01,2686.44,2718.55,4029802250
2017-03-28,2724.09,2783.63,2707.98,2767.26,7246392560
2017-03-29,2769.56,2795.58,2746.72,2772.72,5503331218
2017-03-30,2790.17,2806.81,2762.99,2779.58,3358834775
2017-03-31,2773.97,2774.87,2770.69,2771.59,4280855608
2017-04-03,2767.05,2815.26,2707.48,2755.48,3257276803
2017-04-04,2763.7,2778.24,2759.96,2774.48,5708275221
2017-04-05,2791.48,2857.69,2692.81,2758.23,4947766534
2017-04-06,2759.53,2782.81,2738.1,2761.37,3899608551
2017-04-07,2763.0,2781.43,2734.69,2753.05,3356697041
2017-04-10,2747.38,2775.86,2736.27,2764.68,2757273337
2017-04-11,2769.54,2777.36,2765.5,2773.31,4721304306
2017-04-12,2776.01,2819.75,2753.25,2796.82,4241639946
2017-04-13,2785.43,2811.12,2762.04,2787.71,3106726925
2017-04-14,2796.74,2823.71,2756.85,2783.69,4979605100
2017-04-17,2792.64,2806.25,2751.34,2764.81,3603044158
2017-04-18,2763.77,2773.41,2747.57,2757.18,5135848454
2017-04-19,2754.0,2769.89,2750.83,2766.7,4826208805
2017-04-20,2761.16,2808.63,2736.97,2784.24,4521950416
2017-04-21,2763.37,2795.83,2734.12,2766.54,4901840887
2017-04-24,2768.72,2803.41,2751.86,2786.45,2649134395
2017-04-25,2767.9,2826.71,2758.19,2816.83,8140466682
2017-04-26,2827.43,2858.14,2796.62,2827.33,5513125786
2017-04-27,2817.72,2895.27,2792.34,2869.43,6761573285
2017-04-28,2870.31,2894.55,2830.29,2854.39,3823511689
2017-05-01,2835.29,2885.8,2778.95,2829.35,5397192195
2017-05-02,2824.65,2840.51,2777.54,2793.22,7083446340
2017-05-03,2790.94,2859.84,2758.19,2826.67,5040931781
2017-05-04,2815.16,2856.6,2801.08,2842.38,4779290270
2017-05-05,2848.18,2863.9,2827.19,2842.88,1974770022
2017-05-08,2835.39,2872.3,2813.8,2850.6,4095433922
2017-05-09,2863.4,2877.16,2814.53,2828.13,4210668310
2017-05-10,2837.88,2896.96,2823.76,2882.62,7476024925
2017-05-11,2885.11,2923.75,2848.54,2887.15,2667907866
2017-05-12,2873.71,2929.81,2835.4,2891.26,4572560412
2017-05-15,2907.3,2943.47,2872.75,2908.9,5877839361
2017-05-16,2903.84,2955.2,2870.07,2921.23,2997420883
2017-05-17,2924.89,2952.81,2900.03,2927.92,4028106331
2017-05-18,2930.76,2942.12,2900.93,2912.21,6528287045
2017-05-19,2916.97,2962.22,2879.19,2924.35,5449026545
2017-05-22,2920.31,2983.28,2905.29,2968.02,7646512348
2017-05-23,2977.4,3041.98,2935.88,3000.14,3762459516
2017-05-24,2992.54,3046.99,2983.98,3038.3,6743256267
2017-05-25,3023.77,3029.41,3022.74,3028.39,4619889175
2017-05-26,3036.39,3053.94,2990.22,3007.61,4706829023
2017-05-29,2998.97,3018.42,2987.11,3006.54,2984965375
2017-05-30,3014.26,3028.09,2995.79,3009.59,6083320354
2017-05-31,3019.32,3060.85,2995.01,3036.4,2634809552
2017-06-01,3027.66,3063.82,2963.76,2999.58,3755422558
2017-06-02,3003.3,3084.35,2955.74,3036.27,5277527430
2017-06-05,3042.56,3054.11,3022.94,3034.45,3903866670
2017-06-06,3033.82,3053.78,3006.57,3026.48,2773980660
2017-06-07,3021.13,3053.09,2973.41,3005.2,3575997053
2017-06-08,2996.97,3002.3,2964.32,2969.61,4927618674
2017-06-09,2972.71,3000.21,2962.48,2989.92,3584963783
2017-06-12,2999.56,3014.19,2978.76,2993.36,4295489713
2017-06-13,3003.96,3066.29,2904.53,2966.08,7192059823
2017-06-14,2972.88,3014.14,2898.14,2938.93,5028308724
2017-06-15,2940.41,2956.62,2917.07,2933.23,5099002198
2017-06-16,2925.5,2987.12,2910.85,2972.24,7262145126
2017-06-19,2974.17,2993.13,2949.25,2968.18,3413975582
2017-06-20,2975.0,2981.51,2929.96,2936.39,3940982434
2017-06-21,2920.35,2989.73,2863.54,2932.69,3110149740
2017-06-22,2937.83,2948.7,2917.55,2928.39,3645067773
2017-06-23,2931.99,2933.68,2869.35,2871.0,6497115864
2017-06-26,2878.23,2918.33,2831.53,2871.53,4589670416
2017-06-27,2870.85,2898.58,2840.52,2868.23,3382289004
2017-06-28,2871.33,2914.09,2842.45,2885.08,3851102439
2017-06-29,2875.82,2946.62,2856.97,2927.43,10132903715
2017-06-30,2929.36,2980.71,2903.1,2954.23,6460546079
2017-07-03,2961.78,2978.68,2933.15,2949.98,2594545212
2017-07-04,2950.11,2992.95,2884.65,2927.15,4063476070
2017-07-05,2934.26,2995.36,2925.48,2986.43,5881272118
2017-07-06,2984.44,3011.95,2962.08,2989.54,2587014925
2017-07-07,2984.46,3046.1,2930.13,2991.64,4649107244
2017-07-10,2982.8,2999.14,2976.55,2992.87,3565876355
2017-07-11,2991.18,3022.66,2967.73,2999.14,5530112232
2017-07-12,3007.41,3038.13,2967.03,2997.66,3124782190
2017-07-13,2992.14,3024.45,2954.21,2986.46,4406657908
2017-07-14,2967.01,2992.15,2950.81,2975.91,4109245790
2017-07-17,2973.44,2981.65,2968.73,2976.95,5245539559
2017-07-18,2988.65,3001.25,2954.0,2966.51,3856584079
2017-07-19,2981.06,3009.01,2924.65,2952.32,6430903161
2017-07-20,2950.08,2988.75,2917.86,2956.46,3376574354
2017-07-21,2962.55,2977.04,2938.08,2952.52,2902524743
2017-07-24,2934.63,2990.09,2932.64,2988.06,8621297690
2017-07-25,2988.56,3003.87,2915.51,2930.52,6290389862
2017-07-26,2905.57,2990.44,2872.28,2956.56,5023001906
2017-07-27,2952.54,2989.48,2949.41,2986.32,8816172432
2017-07-28,2993.23,3019.79,2915.53,2941.63,6831088782
2017-07-31,2935.74,2972.8,2898.7,2935.76,3089366142
2017-08-01,2939.51,2971.73,2897.17,2929.28,2445400169
2017-08-02,2932.67,2948.49,2884.36,2900.0,6760124107
2017-08-03,2874.65,2904.31,2855.12,2884.72,5176811595
2017-08-04,2867.26,2902.25,2827.37,2862.3,2079996649
2017-08-07,2863.41,2925.82,2840.1,2902.2,5534556976
2017-08-08,2907.74,2965.16,2867.35,2924.54,7863313876
2017-08-09,2924.23,2995.69,2883.51,2954.54,3254699674
2017-08-10,2952.34,2979.29,2945.56,2972.47,5501684324
2017-08-11,2978.03,2979.39,2947.62,2948.96,6038209044
2017-08-14,2946.17,3009.66,2875.71,2939.04,3083813151
2017-08-15,2931.97,2958.96,2924.75,2951.69,6631768211
2017-08-16,2946.68,2955.03,2918.0,2926.29,4351633709
2017-08-17,2924.91,2965.01,2903.89,2943.86,3751103571
2017-08-18,2936.3,2989.23,2887.4,2940.26,3753591196
2017-08-21,2925.87,2952.83,2906.79,2933.69,4494784469
2017-08-22,2940.93,2982.39,2909.9,2951.26,3404716378
2017-08-23,2961.05,2983.47,2940.53,2962.95,5428041127
2017-08-24,2960.89,2968.33,2949.2,2956.63,3258259109
2017-08-25,2950.43,3028.33,2907.03,2984.43,3764097908
2017-08-28,2977.3,2997.11,2942.2,2961.91,3629110818
2017-08-29,2957.61,3020.48,2914.92,2977.5,4310667580
2017-08-30,2986.0,2999.94,2978.74,2992.66,5140330846
2017-08-31,2990.88,2996.59,2981.74,2987.44,4434649512
2017-09-01,2988.58,3034.73,2950.54,2996.6,3505789548
2017-09-04,2983.61,3013.23,2940.67,2970.16,6168449747
2017-09-05,2975.31,3010.06,2958.11,2992.76,4643795003
2017-09-06,2988.42,3032.43,2946.37,2990.36,4848571811
2017-09-07,2984.9,2986.06,2979.19,2980.34,4882470078
2017-09-08,2983.53,3018.17,2971.31,3005.86,5115091072
2017-09-11,3027.39,3028.54,2990.54,2991.68,6173638459
2017-09-12,2992.68,3014.31,2940.35,2961.76,7114237348
2017-09-13,2961.99,2977.33,2913.68,2928.85,4980221421
2017-09-14,2900.99,2946.43,2898.65,2944.05,4693186367
2017-09-15,2958.12,2972.57,2903.18,2917.43,5119304573
2017-09-18,2916.99,2993.32,2882.31,2958.15,4329429136
2017-09-19,2960.73,2974.74,2899.9,2913.69,8197249044
2017-09-20,2913.99,2976.41,2890.94,2953.05,3883186281
2017-09-21,2957.65,2980.29,2936.9,2959.53,4506095665
2017-09-22,2963.21,2963.26,2959.08,2959.13,5702096723
2017-09-25,2960.36,2968.8,2940.31,2948.72,2971932484
2017-09-26,2949.58,2985.08,2923.97,2959.39,5754509180
2017-09-27,2957.29,2967.89,2949.71,2960.31,3145947923
2017-09-28,2962.93,3002.85,2947.08,2986.88,3231413722
2017-09-29,2980.92,3029.55,2942.73,2991.24,4663343755
2017-10-02,2997.24,3035.3,2958.37,2996.42,4652351901
2017-10-03,2987.48,3001.46,2976.0,2989.98,4178225651
2017-10-04,2987.71,3025.85,2952.36,2990.47,4805646736
2017-10-05,2990.6,3023.11,2966.78,2999.22,2994226407
2017-10-06,2999.39,3018.76,2943.33,2962.46,2820760280
2017-10-09,2962.24,2985.43,2911.2,2934.17,7429125727
2017-10-10,2906.2,2984.79,2874.37,2952.46,4988031426
2017-10-11,2937.48,2966.66,2928.92,2958.03,2855843541
2017-10-12,2955.32,3037.12,2873.89,2955.68,4531518887
2017-10-13,2937.15,2977.1,2918.03,2957.85,3447868884
2017-10-16,2954.3,2975.28,2946.46,2967.4,3926580999
2017-10-17,2966.06,2973.9,2949.26,2957.08,2812824468
2017-10-18,2939.78,2955.78,2925.49,2941.48,2392313882
2017-10-19,2945.95,2969.38,2924.18,2947.59,3797295285
2017-10-20,2941.33,2982.38,2886.76,2927.61,4334601316
2017-10-23,2921.12,2985.31,2874.51,2938.41,5040055752
2017-10-24,2934.71,2976.6,2861.13,2902.56,7087075313
2017-10-25,2908.31,2983.0,2852.64,2926.97,3901464317
2017-10-26,2924.8,2948.23,2915.81,2939.2,6285048465
2017-10-27,2944.73,2972.41,2918.98,2946.65,3625726418
2017-10-30,2945.02,2975.09,2940.36,2970.38,3805238851
2017-10-31,2969.83,3010.23,2969.41,3009.81,6243256909
2017-11-01,3017.01,3037.35,3014.46,3034.78,6525008748
2017-11-02,3042.69,3074.66,2963.16,2994.62,4084917294
2017-11-03,3000.19,3017.83,2950.12,2967.56,2867953601
2017-11-06,2963.39,2966.15,2952.59,2955.34,3362793030
2017-11-07,2949.54,2997.64,2909.7,2957.68,2856817996
2017-11-08,2963.77,2973.3,2961.52,2971.05,4110525634
2017-11-09,2975.78,3010.49,2922.07,2956.55,2266118252
2017-11-10,2951.57,2978.18,2935.94,2962.49,4446878497
2017-11-13,2985.15,3063.5,2870.01,2947.38,5154141782
2017-11-14,2957.82,2962.23,2931.16,2935.53,8493675598
2017-11-15,2943.89,2969.52,2880.91,2906.21,5466862967
2017-11-16,2902.06,2906.17,2883.63,2887.72,3603643292
2017-11-17,2876.02,2895.78,2840.41,2860.06,5067282712
2017-11-20,2861.7,2909.91,2792.88,2840.73,4635987466
2017-11-21,2836.28,2869.36,2832.12,2865.15,12579854605
2017-11-22,2854.46,2893.28,2807.65,2846.36,4988365100
2017-11-23,2837.7,2922.96,2820.44,2905.29,4740616721
2017-11-24,2899.36,2930.5,2886.82,2917.89,5690836603
2017-11-27,2929.91,2959.03,2894.65,2923.71,2980272352
2017-11-28,2929.25,2943.18,2892.71,2906.53,3930485332
2017-11-29,2920.56,2946.26,2898.02,2923.69,4850592385
2017-11-30,2916.48,2935.03,2894.21,2912.73,2883739373
2017-12-01,2911.65,2933.77,2895.07,2917.15,2736373133
2017-12-04,2902.38,2976.22,2902.09,2975.93,4995744846
2017-12-05,2981.32,3001.32,2955.58,2975.54,3132163362
2017-12-06,2966.37,3033.86,2936.18,3003.29,4581630319
2017-12-07,3011.65,3031.06,2969.88,2989.15,3727340488
2017-12-08,2991.55,3026.06,2955.65,2990.14,2779037710
2017-12-11,3002.02,3047.95,2986.47,3032.24,7621503924
2017-12-12,3020.67,3025.44,3014.93,3019.7,4501872079
2017-12-13,3016.29,3095.73,2984.24,3063.18,9001537903
2017-12-14,3078.46,3121.28,3038.67,3081.44,4975847183
2017-12-15,3094.51,3112.69,3052.16,3070.19,4734572748
2017-12-18,3066.06,3102.22,3050.69,3086.74,4770221788
2017-12-19,3085.42,3151.53,3045.6,3111.37,6795813698
2017-12-20,3125.69,3196.43,3057.2,3127.89,6198929243
2017-12-21,3132.99,3147.4,3078.6,3092.82,5478216125
2017-12-22,3101.94,3140.1,3039.85,3077.7,2863182008
2017-12-25,3075.8,3093.87,3055.73,3073.78,3816951272
2017-12-26,3089.9,3112.4,3051.5,3073.88,4789418007
2017-12-27,3061.57,3113.03,3038.92,3090.17,3941740690
2017-12-28,3092.4,3109.62,3078.96,3096.17,5591318113
2017-12-29,3105.18,3129.7,3042.67,3066.9,5694177929
2018-01-01,3065.1,3120.31,3022.51,3077.56,5644881777
2018-01-02,3082.2,3112.41,3080.61,3110.8,4889766156
2018-01-03,3109.65,3173.74,3077.63,3141.39,5718823352
2018-01-04,3139.17,3224.68,3118.59,3203.67,5232075437
2018-01-05,3200.84,3288.38,3165.02,3251.98,9461523548
2018-01-08,3251.19,3327.83,3201.49,3277.72,3605824487
2018-01-09,3263.24,3339.0,3195.18,3270.78,2563431953
2018-01-10,3271.92,3317.02,3123.53,3167.19,10264241735
2018-01-11,3155.81,3261.32,3085.74,3190.48,6239937816
2018-01-12,3189.07,3209.66,3179.92,3200.48,4795457479
2018-01-15,3198.36,3266.98,3146.04,3214.4,4348841951
2018-01-16,3237.47,3243.7,3129.24,3135.28,4187692768
2018-01-17,3134.2,3155.61,3048.47,3069.44,8551233349
2018-01-18,3068.99,3149.23,3048.81,3128.66,8472352464
2018-01-19,3136.24,3233.87,3026.6,3123.84,2922902530
2018-01-22,3119.59,3175.22,3106.37,3161.82,3276389369
2018-01-23,3168.77,3179.23,3150.57,3161.01,2418952795
2018-01-24,3165.63,3198.82,3127.14,3160.27,2840534480
2018-01-25,3175.43,3218.81,3170.93,3214.26,8055398933
2018-01-26,3211.97,3212.25,3180.26,3180.54,5469824262
2018-01-29,3160.46,3200.09,3144.28,3183.79,6788938114
2018-01-30,3187.6,3192.55,3148.7,3153.6,5078720686
2018-01-31,3151.84,3175.01,3102.35,3125.33,3141422077
2018-02-01,3113.75,3184.66,3033.96,3104.66,3420277081
2018-02-02,3116.65,3130.37,3101.53,3115.24,4113615931
2018-02-05,3126.97,3165.62,3046.6,3084.74,6502711043
2018-02-06,3091.36,3173.31,3074.71,3156.31,15411197690
2018-02-07,3149.81,3218.63,3033.18,3100.93,10738763928
2018-02-08,3105.58,3117.48,3075.72,3087.55,2562189084
2018-02-09,3080.02,3085.27,3054.36,3059.57,6529410290
2018-02-12,3040.53,3175.55,3007.96,3141.9,8092865882
2018-02-13,3140.14,3186.44,3104.91,3151.09,4991808687
2018-02-14,3154.32,3221.86,3143.24,3210.59,6244122344
2018-02-15,3199.78,3238.71,3081.28,3119.23,10579956785
2018-02-16,3117.93,3133.13,3117.32,3132.52,3737470894
2018-02-19,3142.36,3192.82,3132.77,3183.11,5700182793
2018-02-20,3190.21,3232.99,3142.81,3185.53,3416654190
2018-02-21,3200.89,3248.76,3199.89,3247.74,6842519993
2018-02-22,3236.26,3245.62,3204.31,3213.6,5008478133
2018-02-23,3198.6,3317.82,3179.11,3297.72,8520307840
2018-02-26,3298.13,3444.89,3294.81,3441.42,14965761598
2018-02-27,3456.68,3468.24,3403.77,3415.19,3591619658
2018-02-28,3416.05,3420.7,3379.27,3383.87,3709374522
2018-03-01,3407.47,3508.57,3374.88,3475.34,8126164285
2018-03-02,3476.22,3595.88,3458.67,3577.81,6930607659
2018-03-05,3570.23,3635.24,3475.37,3539.82,3535603075
2018-03-06,3538.59,3598.9,3449.24,3509.03,4532851147
2018-03-07,3497.22,3528.32,3456.62,3487.63,3631442249
2018-03-08,3498.39,3500.77,3395.12,3397.43,9398459721
2018-03-09,3398.23,3406.67,3328.03,3336.31,7528879496
2018-03-12,3326.0,3332.71,3264.4,3271.0,7056650663
2018-03-13,3271.8,3306.92,3186.74,3221.32,5348536538
2018-03-14,3220.94,3302.73,3134.97,3216.66,2463155067
2018-03-15,3221.67,3232.7,3217.35,3228.36,6832336018
2018-03-16,3213.04,3341.3,3194.1,3321.72,10846165966
2018-03-19,3317.38,3363.18,3212.09,3257.05,6424424503
2018-03-20,3263.79,3317.88,3261.51,3315.58,5389587803
2018-03-21,3315.43,3324.51,3290.54,3299.57,4546106376
2018-03-22,3303.89,3307.12,3290.65,3293.88,4897887320
2018-03-23,3298.36,3346.59,3285.41,3333.51,3479278870
2018-03-26,3338.3,3339.98,3259.29,3260.93,9149021974
2018-03-27,3254.49,3304.7,3231.95,3281.98,3893941260
2018-03-28,3292.16,3309.82,3272.06,3289.71,3461522347
2018-03-29,3290.93,3347.96,3261.04,3317.83,4807120171
2018-03-30,3325.26,3340.41,3318.23,3333.37,4760427555
2018-04-02,3324.84,3568.31,3249.18,3488.91,13411949290
2018-04-03,3479.81,3498.23,3426.15,3444.38,5729306809
2018-04-04,3474.53,3479.31,3402.6,3407.28,5105039347
2018-04-05,3410.07,3448.61,3326.69,3364.72,3058813902
2018-04-06,3364.88,3367.98,3323.88,3326.94,6950038022
2018-04-09,3321.92,3354.26,3252.52,3284.5,5492960939
2018-04-10,3273.39,3382.19,3248.31,3356.48,8003989761
2018-04-11,3352.3,3488.94,3309.61,3445.07,5978894707
2018-04-12,3463.68,3482.72,3386.68,3405.4,3739942122
2018-04-13,3404.13,3467.21,3287.53,3349.6,6421817615
2018-04-16,3345.11,3384.27,3337.8,3376.89,4632754436
2018-04-17,3387.43,3399.88,3326.91,3339.18,3040084044
2018-04-18,3341.32,3389.14,3328.99,3376.68,4141334672
2018-04-19,3370.24,3445.6,3311.9,3386.96,3982573726
2018-04-20,3380.96,3399.75,3270.42,3288.71,4971833571
2018-04-23,3298.87,3398.13,3284.73,3383.62,7663926065
2018-04-24,3393.02,3527.26,3364.3,3497.65,8421827968
2018-04-25,3499.22,3517.07,3437.01,3454.64,7139335348
2018-04-26,3463.21,3545.7,3345.08,3426.7,6969073576
2018-04-27,3416.15,3459.95,3398.87,3442.53,4387809066
2018-04-30,3431.39,3465.32,3427.71,3461.61,4238369307
2018-05-01,3465.35,3516.16,3451.51,3502.18,6443731780
2018-05-02,3496.85,3645.47,3486.68,3634.9,8579179258
2018-05-03,3654.36,3698.17,3576.49,3619.89,4241165925
2018-05-04,3609.8,3617.92,3554.85,3562.86,15148621152
